,valence
7675,0.468
7676,0.692
7677,0.898
7678,0.463
7679,0.259
7680,0.35
7681,0.832
7682,0.591
7683,0.298
7684,0.302
7685,0.349
7686,0.468
7687,0.463
7688,0.259
7689,0.854
7690,0.832
7691,0.35
7692,0.418
7693,0.302
7694,0.591
7695,0.298
7696,0.463
7697,0.288
7698,0.468
7699,0.259
7700,0.832
7701,0.35
7702,0.591
7703,0.302
7704,0.463
7705,0.298
7706,0.349
7707,0.898
7708,0.927
7709,0.779
7710,0.584
7711,0.669
7712,0.467
7713,0.418
7714,0.627
7715,0.682
7716,0.0396
7717,0.962
7718,0.372
7719,0.905
7720,0.137
7721,0.644
7722,0.584
7723,0.682
7724,0.467
7725,0.669
7726,0.418
7727,0.0396
7728,0.732
7729,0.905
7730,0.137
7731,0.644
7732,0.467
7733,0.905
7734,0.584
7735,0.611
7736,0.235
7737,0.732
7738,0.682
7739,0.0396
7740,0.137
7741,0.644
7742,0.467
7743,0.583
7744,0.235
7745,0.478
7746,0.905
7747,0.732
7748,0.682
7749,0.66
7750,0.137
7751,0.644
7752,0.467
7753,0.583
7754,0.0396
7755,0.235
7756,0.611
7757,0.905
7758,0.682
7759,0.242
7760,0.137
7761,0.644
7762,0.744
7763,0.467
7764,0.583
7765,0.242
7766,0.905
7767,0.235
7768,0.334
7769,0.611
7770,0.644
7771,0.137
7772,0.744
7773,0.242
7774,0.583
7775,0.39
7776,0.467
7777,0.202
7778,0.0396
7779,0.611
7780,0.644
7781,0.137
7782,0.744
7783,0.583
7784,0.242
7785,0.39
7786,0.202
7787,0.467
7788,0.905
7789,0.403
7790,0.644
7791,0.137
7792,0.744
7793,0.467
7794,0.39
7795,0.242
7796,0.334
7797,0.202
7798,0.235
7799,0.905
7800,0.644
7801,0.961
7802,0.137
7803,0.271
7804,0.874
7805,0.167
7806,0.719
7807,0.467
7808,0.242
7809,0.744
7810,0.644
7811,0.961
7812,0.242
7813,0.137
7814,0.271
7815,0.167
7816,0.719
7817,0.467
7818,0.874
7819,0.235
7820,0.464
7821,0.644
7822,0.167
7823,0.584
7824,0.137
7825,0.643
7826,0.109
7827,0.242
7828,0.399
7829,0.272
7830,0.464
7831,0.644
7832,0.71
7833,0.961
7834,0.137
7835,0.167
7836,0.584
7837,0.242
7838,0.272
7839,0.235
7840,0.464
7841,0.71
7842,0.644
7843,0.167
7844,0.961
7845,0.137
7846,0.643
7847,0.719
7848,0.242
7849,0.235
7850,0.464
7851,0.71
7852,0.644
7853,0.781
7854,0.932
7855,0.643
7856,0.437
7857,0.137
7858,0.242
7859,0.961
7860,0.464
7861,0.71
7862,0.643
7863,0.644
7864,0.437
7865,0.781
7866,0.167
7867,0.961
7868,0.242
7869,0.665
7870,0.464
7871,0.71
7872,0.643
7873,0.593
7874,0.781
7875,0.437
7876,0.242
7877,0.665
7878,0.961
7879,0.915
7880,0.208
7881,0.593
7882,0.643
7883,0.464
7884,0.71
7885,0.781
7886,0.632
7887,0.915
7888,0.665
7889,0.59
7890,0.781
7891,0.73
7892,0.464
7893,0.593
7894,0.643
7895,0.208
7896,0.71
7897,0.632
7898,0.665
7899,0.133
7900,0.554
7901,0.513
7902,0.519
7903,0.679
7904,0.446
7905,0.504
7906,0.327
7907,0.0605
7908,0.797
7909,0.0978
7910,0.554
7911,0.513
7912,0.519
7913,0.407
7914,0.327
7915,0.504
7916,0.446
7917,0.0605
7918,0.797
7919,0.556
7920,0.554
7921,0.513
7922,0.519
7923,0.243
7924,0.327
7925,0.407
7926,0.446
7927,0.504
7928,0.797
7929,0.556
7930,0.554
7931,0.513
7932,0.407
7933,0.519
7934,0.243
7935,0.327
7936,0.446
7937,0.504
7938,0.797
7939,0.556
7940,0.554
7941,0.513
7942,0.519
7943,0.334
7944,0.327
7945,0.654
7946,0.446
7947,0.243
7948,0.759
7949,0.407
7950,0.554
7951,0.513
7952,0.519
7953,0.243
7954,0.327
7955,0.654
7956,0.446
7957,0.334
7958,0.759
7959,0.909
7960,0.554
7961,0.513
7962,0.973
7963,0.519
7964,0.243
7965,0.327
7966,0.0592
7967,0.446
7968,0.556
7969,0.797
7970,0.554
7971,0.513
7972,0.519
7973,0.243
7974,0.673
7975,0.797
7976,0.0592
7977,0.327
7978,0.556
7979,0.254
7980,0.554
7981,0.513
7982,0.519
7983,0.243
7984,0.797
7985,0.556
7986,-1.0
7987,0.446
7988,0.0592
7989,0.327
7990,0.797
7991,0.513
7992,0.327
7993,0.243
7994,0.219
7995,0.0592
7996,0.519
7997,0.647
7998,0.556
7999,0.554
8000,0.554
8001,0.513
8002,0.519
8003,0.508
8004,0.647
8005,0.446
8006,0.642
8007,0.327
8008,0.0592
8009,0.521
8010,0.519
8011,0.513
8012,0.554
8013,0.829
8014,0.797
8015,0.642
8016,0.327
8017,0.909
8018,0.508
8019,0.526
8020,0.554
8021,0.513
8022,0.519
8023,0.829
8024,0.446
8025,0.243
8026,0.526
8027,0.431
8028,0.642
8029,0.647
8030,0.554
8031,0.513
8032,0.519
8033,0.829
8034,0.327
8035,0.243
8036,0.446
8037,0.909
8038,0.642
8039,0.431
8040,0.519
8041,0.513
8042,0.554
8043,0.688
8044,0.327
8045,0.829
8046,0.446
8047,0.243
8048,0.797
8049,0.642
8050,0.554
8051,0.31
8052,0.519
8053,0.688
8054,0.327
8055,0.379
8056,0.446
8057,0.775
8058,0.431
8059,0.324
8060,0.519
8061,0.31
8062,0.554
8063,0.379
8064,0.446
8065,0.219
8066,0.632
8067,0.327
8068,0.688
8069,0.293
8070,0.554
8071,0.31
8072,0.519
8073,0.219
8074,0.535
8075,0.688
8076,0.327
8077,0.379
8078,0.446
8079,0.775
8080,0.554
8081,0.31
8082,0.647
8083,0.519
8084,0.219
8085,0.446
8086,0.379
8087,0.327
8088,0.688
8089,0.89
8090,0.554
8091,0.309
8092,0.647
8093,0.519
8094,0.219
8095,0.446
8096,0.31
8097,0.26
8098,0.379
8099,0.909
8100,0.554
8101,0.309
8102,0.647
8103,0.519
8104,0.513
8105,0.327
8106,0.632
8107,0.0599
8108,0.446
8109,0.334
8110,0.632
8111,0.554
8112,0.309
8113,0.519
8114,0.513
8115,0.446
8116,0.219
8117,0.647
8118,0.327
8119,0.31
8120,0.554
8121,0.309
8122,0.931
8123,0.837
8124,0.519
8125,0.647
8126,0.513
8127,0.446
8128,0.219
8129,0.526
8130,0.554
8131,0.309
8132,0.519
8133,0.837
8134,0.931
8135,0.513
8136,0.446
8137,0.526
8138,0.219
8139,0.909
8140,0.554
8141,0.309
8142,0.519
8143,0.526
8144,0.513
8145,0.931
8146,0.837
8147,0.446
8148,0.863
8149,0.909
8150,0.554
8151,0.309
8152,0.519
8153,0.28
8154,0.632
8155,0.446
8156,0.863
8157,0.327
8158,0.513
8159,0.431
8160,0.554
8161,0.309
8162,0.519
8163,0.28
8164,0.327
8165,0.837
8166,0.446
8167,0.863
8168,0.305
8169,0.513
8170,0.554
8171,0.309
8172,0.519
8173,0.863
8174,0.431
8175,0.513
8176,0.446
8177,0.837
8178,0.535
8179,0.28
8180,0.554
8181,0.309
8182,0.519
8183,0.895
8184,0.327
8185,0.863
8186,0.446
8187,0.513
8188,0.431
8189,0.334
8190,0.554
8191,0.309
8192,0.519
8193,0.895
8194,0.327
8195,0.219
8196,0.446
8197,0.234
8198,0.348
8199,0.863
8200,0.554
8201,0.234
8202,0.519
8203,0.309
8204,0.446
8205,0.895
8206,0.327
8207,0.219
8208,0.431
8209,0.513
8210,0.554
8211,0.309
8212,0.519
8213,0.234
8214,0.327
8215,0.895
8216,0.254
8217,0.219
8218,0.446
8219,0.513
8220,0.519
8221,0.309
8222,0.554
8223,0.234
8224,0.327
8225,0.219
8226,0.446
8227,0.895
8228,0.431
8229,0.513
8230,0.519
8231,0.309
8232,0.554
8233,0.234
8234,0.327
8235,0.219
8236,0.535
8237,0.513
8238,0.446
8239,0.863
8240,0.554
8241,0.309
8242,0.519
8243,0.219
8244,0.446
8245,0.234
8246,0.327
8247,0.513
8248,0.254
8249,0.863
8250,0.554
8251,0.309
8252,0.519
8253,0.219
8254,0.305
8255,0.234
8256,0.446
8257,0.513
8258,0.327
8259,0.863
8260,0.554
8261,0.309
8262,0.519
8263,0.234
8264,0.446
8265,0.219
8266,0.327
8267,0.513
8268,0.216
8269,0.863
8270,0.554
8271,0.309
8272,0.519
8273,0.804
8274,0.327
8275,0.219
8276,0.446
8277,0.234
8278,0.535
8279,0.513
8280,0.519
8281,0.309
8282,0.554
8283,0.234
8284,0.619
8285,0.327
8286,0.219
8287,0.446
8288,0.513
8289,0.431
8290,0.554
8291,0.309
8292,0.619
8293,0.519
8294,0.446
8295,0.219
8296,0.327
8297,0.513
8298,0.216
8299,0.234
8300,0.519
8301,0.507
8302,0.619
8303,0.554
8304,0.431
8305,0.309
8306,0.446
8307,0.219
8308,0.327
8309,0.234
8310,0.554
8311,0.507
8312,0.619
8313,0.934
8314,0.519
8315,0.327
8316,0.309
8317,0.446
8318,0.219
8319,0.521
8320,0.934
8321,0.554
8322,0.619
8323,0.519
8324,0.507
8325,0.327
8326,0.309
8327,0.446
8328,0.219
8329,0.431
8330,0.934
8331,0.554
8332,0.619
8333,0.519
8334,0.446
8335,0.507
8336,0.216
8337,0.309
8338,0.327
8339,0.219
8340,0.934
8341,0.554
8342,0.619
8343,0.519
8344,0.327
8345,0.507
8346,0.431
8347,0.674
8348,0.446
8349,0.309
8350,0.934
8351,0.554
8352,0.619
8353,0.519
8354,0.883
8355,0.327
8356,0.446
8357,0.507
8358,0.521
8359,0.674
8360,0.934
8361,0.554
8362,0.619
8363,0.519
8364,0.883
8365,0.327
8366,0.446
8367,0.674
8368,0.216
8369,0.961
8370,0.934
8371,0.0508
8372,0.619
8373,0.71
8374,0.883
8375,0.361
8376,0.47
8377,0.566
8378,0.216
8379,0.961
8380,0.934
8381,0.327
8382,0.619
8383,0.216
8384,0.47
8385,0.319
8386,0.883
8387,0.446
8388,0.674
8389,0.293
8390,0.934
8391,0.319
8392,0.47
8393,0.619
8394,0.216
8395,0.446
8396,0.883
8397,0.327
8398,0.674
8399,0.431
8400,0.216
8401,0.47
8402,0.934
8403,0.619
8404,0.319
8405,0.674
8406,0.446
8407,0.323
8408,0.883
8409,0.444
8410,0.327
8411,0.47
8412,0.619
8413,0.934
8414,0.216
8415,0.674
8416,0.446
8417,0.254
8418,0.883
8419,0.43
8420,0.216
8421,0.225
8422,0.934
8423,0.619
8424,0.554
8425,0.47
8426,0.708
8427,0.674
8428,0.925
8429,0.569
8430,0.216
8431,0.225
8432,0.934
8433,0.619
8434,0.484
8435,0.47
8436,0.63
8437,0.674
8438,0.327
8439,0.594
8440,0.431
8441,0.225
8442,0.934
8443,0.327
8444,0.716
8445,0.319
8446,0.47
8447,0.323
8448,0.674
8449,0.446
8450,0.446
8451,0.225
8452,0.619
8453,0.327
8454,0.716
8455,0.934
8456,0.254
8457,0.47
8458,0.319
8459,0.674
8460,0.319
8461,0.502
8462,0.619
8463,0.934
8464,0.446
8465,0.225
8466,0.254
8467,0.47
8468,0.431
8469,0.716
8470,0.934
8471,0.492
8472,0.225
8473,0.619
8474,0.431
8475,0.502
8476,0.668
8477,0.254
8478,0.47
8479,0.323
8480,0.492
8481,0.225
8482,0.434
8483,0.502
8484,0.619
8485,0.934
8486,0.219
8487,0.668
8488,0.569
8489,0.587
8490,0.934
8491,0.492
8492,0.225
8493,0.246
8494,0.619
8495,0.567
8496,0.502
8497,0.0955
8498,0.668
8499,0.431
8500,0.492
8501,0.267
8502,0.934
8503,0.308
8504,0.225
8505,0.85
8506,0.246
8507,0.373
8508,0.533
8509,0.619
8510,0.492
8511,0.267
8512,0.619
8513,0.934
8514,0.308
8515,0.137
8516,0.246
8517,0.333
8518,0.225
8519,0.439
8520,0.492
8521,0.267
8522,0.619
8523,0.934
8524,0.85
8525,0.137
8526,0.246
8527,0.569
8528,0.225
8529,0.883
8530,0.492
8531,0.267
8532,0.934
8533,0.619
8534,0.472
8535,0.137
8536,0.0955
8537,0.246
8538,0.497
8539,0.526
8540,0.492
8541,0.855
8542,0.934
8543,0.85
8544,0.419
8545,0.0985
8546,0.534
8547,0.748
8548,0.569
8549,0.267
8550,0.492
8551,0.855
8552,0.619
8553,0.934
8554,0.0955
8555,0.419
8556,0.0985
8557,0.333
8558,0.472
8559,0.534
8560,0.492
8561,0.472
8562,0.883
8563,0.855
8564,0.219
8565,0.419
8566,0.569
8567,0.0985
8568,0.306
8569,0.267
8570,0.492
8571,0.472
8572,0.883
8573,0.267
8574,0.934
8575,0.619
8576,0.892
8577,0.855
8578,0.752
8579,0.0985
8580,0.492
8581,0.375
8582,0.934
8583,0.752
8584,0.472
8585,0.333
8586,0.267
8587,0.892
8588,0.453
8589,0.619
8590,0.752
8591,0.375
8592,0.934
8593,0.492
8594,0.225
8595,0.472
8596,0.333
8597,0.267
8598,0.619
8599,0.308
8600,0.492
8601,0.375
8602,0.519
8603,0.472
8604,0.934
8605,0.534
8606,0.933
8607,0.333
8608,0.225
8609,0.727
8610,0.492
8611,0.375
8612,0.934
8613,0.472
8614,0.534
8615,0.933
8616,0.768
8617,0.225
8618,0.85
8619,0.464
8620,0.492
8621,0.204
8622,0.934
8623,0.472
8624,0.752
8625,0.933
8626,0.534
8627,0.375
8628,0.219
8629,0.464
8630,0.492
8631,0.204
8632,0.934
8633,0.472
8634,0.619
8635,0.375
8636,0.519
8637,0.933
8638,0.534
8639,0.189
8640,0.418
8641,0.284
8642,0.472
8643,0.492
8644,0.204
8645,0.217
8646,0.375
8647,0.577
8648,0.934
8649,0.366
8650,0.492
8651,0.284
8652,0.569
8653,0.204
8654,0.567
8655,0.71
8656,0.577
8657,0.375
8658,0.611
8659,0.472
8660,0.492
8661,0.284
8662,0.477
8663,0.71
8664,0.308
8665,0.472
8666,0.567
8667,0.204
8668,-1.0
8669,0.375
8670,0.492
8671,0.284
8672,0.561
8673,0.71
8674,0.472
8675,-1.0
8676,0.204
8677,0.336
8678,0.208
8679,0.219
8680,0.492
8681,0.284
8682,0.934
8683,0.619
8684,0.71
8685,0.265
8686,0.472
8687,0.933
8688,0.888
8689,0.781
8690,0.409
8691,0.513
8692,0.243
8693,0.131
8694,0.705
8695,0.749
8696,0.61
8697,0.634
8698,0.0978
8699,0.884
8700,0.513
8701,0.243
8702,0.409
8703,0.131
8704,0.705
8705,0.634
8706,0.749
8707,0.314
8708,0.884
8709,0.35
8710,0.243
8711,0.513
8712,0.243
8713,0.409
8714,0.705
8715,0.634
8716,0.131
8717,0.884
8718,0.69
8719,0.749
8720,0.243
8721,0.513
8722,0.243
8723,0.705
8724,0.409
8725,0.634
8726,0.131
8727,0.884
8728,0.457
8729,0.0592
8730,0.513
8731,0.243
8732,0.243
8733,0.705
8734,0.964
8735,0.35
8736,0.634
8737,0.131
8738,0.409
8739,0.749
8740,0.243
8741,0.513
8742,0.218
8743,0.243
8744,0.705
8745,0.334
8746,0.0592
8747,0.634
8748,0.131
8749,0.749
8750,0.243
8751,0.443
8752,0.35
8753,0.513
8754,0.243
8755,0.705
8756,0.179
8757,0.832
8758,0.634
8759,0.0592
8760,0.35
8761,0.832
8762,0.243
8763,0.227
8764,0.705
8765,0.513
8766,0.243
8767,0.329
8768,0.634
8769,0.824
8770,0.243
8771,0.513
8772,0.705
8773,0.634
8774,0.243
8775,0.749
8776,0.334
8777,0.131
8778,0.562
8779,0.443
8780,0.243
8781,0.634
8782,0.513
8783,0.705
8784,0.409
8785,0.131
8786,0.642
8787,0.923
8788,0.334
8789,0.494
8790,0.243
8791,0.513
8792,0.642
8793,0.634
8794,0.334
8795,0.705
8796,0.494
8797,0.679
8798,0.243
8799,0.409
8800,0.243
8801,0.829
8802,0.513
8803,0.334
8804,0.705
8805,0.679
8806,0.634
8807,0.494
8808,0.642
8809,0.243
8810,0.243
8811,0.243
8812,0.829
8813,0.396
8814,0.334
8815,0.513
8816,0.679
8817,0.705
8818,0.0592
8819,0.562
8820,0.243
8821,0.335
8822,0.334
8823,0.179
8824,0.243
8825,0.513
8826,0.705
8827,0.679
8828,0.829
8829,0.642
8830,0.179
8831,0.243
8832,0.335
8833,0.334
8834,0.0548
8835,0.0915
8836,0.679
8837,0.513
8838,0.243
8839,0.233
8840,0.243
8841,0.0517
8842,0.335
8843,0.179
8844,0.334
8845,0.513
8846,0.322
8847,0.243
8848,0.679
8849,0.642
8850,0.243
8851,0.335
8852,0.334
8853,0.0517
8854,0.513
8855,0.322
8856,0.679
8857,0.243
8858,0.329
8859,0.746
8860,0.243
8861,0.334
8862,0.335
8863,0.0517
8864,0.322
8865,0.784
8866,0.513
8867,0.746
8868,0.642
8869,0.679
8870,0.243
8871,0.335
8872,0.642
8873,0.334
8874,0.322
8875,0.242
8876,0.513
8877,0.679
8878,0.437
8879,0.395
8880,0.26
8881,0.335
8882,0.243
8883,0.334
8884,0.642
8885,0.322
8886,0.513
8887,0.679
8888,0.437
8889,0.575
8890,0.243
8891,0.334
8892,0.335
8893,0.26
8894,0.322
8895,0.642
8896,0.575
8897,0.437
8898,0.513
8899,0.717
8900,0.334
8901,0.243
8902,0.335
8903,0.26
8904,0.575
8905,0.322
8906,0.513
8907,0.354
8908,0.679
8909,0.437
8910,0.243
8911,0.334
8912,0.335
8913,0.26
8914,0.513
8915,0.322
8916,0.437
8917,0.575
8918,0.679
8919,0.746
8920,0.334
8921,0.335
8922,0.243
8923,0.684
8924,0.26
8925,0.801
8926,0.837
8927,0.575
8928,0.437
8929,0.322
8930,0.334
8931,0.335
8932,0.243
8933,0.801
8934,0.837
8935,0.26
8936,0.575
8937,0.322
8938,0.437
8939,0.684
8940,0.334
8941,0.801
8942,0.243
8943,0.335
8944,0.705
8945,0.28
8946,0.26
8947,0.322
8948,0.575
8949,0.437
8950,0.334
8951,0.801
8952,0.335
8953,0.243
8954,0.28
8955,0.26
8956,0.575
8957,0.322
8958,0.684
8959,0.513
8960,0.393
8961,0.334
8962,0.801
8963,0.243
8964,0.335
8965,0.26
8966,0.322
8967,0.537
8968,0.575
8969,0.28
8970,0.393
8971,0.334
8972,0.335
8973,0.801
8974,0.243
8975,0.437
8976,0.322
8977,0.26
8978,0.777
8979,0.575
8980,0.334
8981,0.393
8982,0.335
8983,0.801
8984,0.777
8985,0.646
8986,0.243
8987,0.268
8988,0.26
8989,0.575
8990,0.801
8991,0.646
8992,0.777
8993,0.334
8994,0.268
8995,0.335
8996,0.393
8997,0.243
8998,0.537
8999,0.595
9000,0.801
9001,0.777
9002,0.334
9003,0.243
9004,0.646
9005,0.393
9006,0.268
9007,0.335
9008,0.595
9009,0.26
9010,0.801
9011,0.334
9012,0.52
9013,0.777
9014,0.493
9015,0.335
9016,0.393
9017,0.243
9018,0.268
9019,0.646
9020,0.801
9021,0.777
9022,0.334
9023,0.243
9024,0.335
9025,0.268
9026,0.393
9027,0.646
9028,0.52
9029,0.38
9030,0.777
9031,0.801
9032,0.243
9033,0.344
9034,0.334
9035,0.355
9036,0.335
9037,0.761
9038,0.268
9039,0.905
9040,0.777
9041,0.801
9042,0.497
9043,0.334
9044,0.761
9045,0.243
9046,0.335
9047,0.905
9048,0.268
9049,0.866
9050,0.777
9051,0.801
9052,0.334
9053,0.347
9054,0.497
9055,0.268
9056,0.505
9057,0.761
9058,0.335
9059,0.866
9060,0.777
9061,0.801
9062,0.505
9063,0.334
9064,0.268
9065,0.243
9066,0.497
9067,0.761
9068,0.471
9069,0.866
9070,0.777
9071,0.801
9072,0.505
9073,0.732
9074,0.334
9075,0.972
9076,0.335
9077,0.268
9078,0.243
9079,0.497
9080,0.777
9081,0.801
9082,0.505
9083,0.335
9084,0.334
9085,0.732
9086,0.0875
9087,0.268
9088,0.243
9089,0.497
9090,0.777
9091,0.505
9092,0.801
9093,0.357
9094,0.334
9095,0.268
9096,0.505
9097,0.335
9098,0.732
9099,0.497
9100,0.777
9101,0.505
9102,0.801
9103,0.357
9104,0.972
9105,0.732
9106,0.334
9107,0.268
9108,0.505
9109,0.335
9110,0.777
9111,0.505
9112,0.618
9113,0.801
9114,0.357
9115,0.268
9116,0.737
9117,0.505
9118,0.335
9119,0.334
9120,0.777
9121,0.618
9122,0.505
9123,0.801
9124,0.357
9125,0.732
9126,0.972
9127,0.268
9128,0.505
9129,0.334
9130,0.777
9131,0.505
9132,0.618
9133,0.801
9134,0.357
9135,0.648
9136,0.732
9137,0.268
9138,0.505
9139,0.595
9140,0.777
9141,0.505
9142,0.801
9143,0.618
9144,0.732
9145,0.357
9146,0.648
9147,0.243
9148,0.505
9149,0.697
9150,0.505
9151,0.303
9152,0.299
9153,0.777
9154,0.243
9155,0.801
9156,0.618
9157,0.825
9158,0.35
9159,0.357
9160,0.505
9161,0.777
9162,0.618
9163,0.303
9164,0.299
9165,0.732
9166,0.801
9167,0.357
9168,0.825
9169,0.243
9170,0.505
9171,0.777
9172,0.618
9173,0.303
9174,0.801
9175,0.299
9176,0.243
9177,0.732
9178,0.357
9179,0.26
9180,0.505
9181,0.777
9182,0.618
9183,0.732
9184,0.357
9185,0.801
9186,0.299
9187,0.303
9188,0.243
9189,0.575
9190,0.505
9191,0.777
9192,0.618
9193,0.575
9194,0.801
9195,0.732
9196,0.357
9197,0.299
9198,0.303
9199,0.243
9200,0.505
9201,0.777
9202,0.682
9203,0.618
9204,0.732
9205,0.575
9206,0.801
9207,0.357
9208,0.303
9209,0.299
9210,0.505
9211,0.816
9212,0.618
9213,0.575
9214,0.682
9215,0.777
9216,0.732
9217,0.801
9218,0.357
9219,0.215
9220,0.505
9221,0.816
9222,0.575
9223,0.682
9224,0.777
9225,0.618
9226,0.732
9227,0.801
9228,0.431
9229,0.357
9230,0.505
9231,0.716
9232,0.816
9233,0.575
9234,0.618
9235,0.777
9236,0.732
9237,0.206
9238,0.801
9239,0.682
9240,0.505
9241,0.716
9242,0.816
9243,0.575
9244,0.618
9245,0.206
9246,0.777
9247,0.732
9248,0.801
9249,0.682
9250,0.505
9251,0.397
9252,0.35
9253,0.575
9254,0.716
9255,0.777
9256,0.832
9257,0.816
9258,0.618
9259,0.732
9260,0.505
9261,0.397
9262,0.35
9263,0.832
9264,0.575
9265,0.777
9266,0.227
9267,0.801
9268,0.816
9269,0.618
9270,0.505
9271,0.35
9272,0.326
9273,0.832
9274,0.227
9275,0.575
9276,0.777
9277,0.732
9278,0.801
9279,0.618
9280,0.227
9281,0.832
9282,0.505
9283,0.326
9284,0.302
9285,0.329
9286,0.35
9287,0.312
9288,0.363
9289,0.33
9290,0.505
9291,0.842
9292,0.575
9293,0.777
9294,0.467
9295,0.618
9296,0.801
9297,0.042
9298,0.66
9299,0.584
9300,0.137
9301,0.505
9302,0.842
9303,0.467
9304,0.575
9305,0.777
9306,0.042
9307,0.66
9308,0.618
9309,0.644
9310,0.505
9311,0.137
9312,0.644
9313,0.618
9314,0.467
9315,0.575
9316,0.777
9317,0.042
9318,0.245
9319,0.842
9320,0.137
9321,0.505
9322,0.466
9323,0.644
9324,0.467
9325,0.618
9326,0.272
9327,0.777
9328,0.245
9329,0.042
9330,0.505
9331,0.137
9332,0.466
9333,0.644
9334,0.467
9335,0.272
9336,0.334
9337,0.777
9338,0.618
9339,0.245
9340,0.505
9341,0.466
9342,0.137
9343,0.644
9344,0.467
9345,0.618
9346,0.334
9347,0.272
9348,0.777
9349,0.243
9350,0.137
9351,0.466
9352,0.505
9353,0.644
9354,0.272
9355,0.457
9356,0.618
9357,0.467
9358,0.472
9359,0.235
9360,0.225
9361,0.171
9362,0.466
9363,0.505
9364,0.272
9365,0.465
9366,0.137
9367,0.618
9368,0.644
9369,0.842
9370,0.171
9371,0.225
9372,0.505
9373,0.272
9374,0.466
9375,0.472
9376,0.618
9377,0.644
9378,0.137
9379,0.235
9380,0.171
9381,0.272
9382,0.258
9383,0.505
9384,0.225
9385,0.644
9386,0.472
9387,0.291
9388,0.137
9389,0.618
9390,0.171
9391,0.272
9392,0.644
9393,0.505
9394,0.423
9395,0.472
9396,0.258
9397,0.618
9398,0.466
9399,0.291
9400,0.171
9401,0.272
9402,0.505
9403,0.464
9404,0.618
9405,0.258
9406,0.644
9407,0.294
9408,0.291
9409,0.235
9410,0.171
9411,0.71
9412,0.272
9413,0.464
9414,0.505
9415,0.472
9416,0.598
9417,0.644
9418,0.618
9419,0.258
9420,0.71
9421,0.171
9422,0.644
9423,0.505
9424,0.272
9425,0.464
9426,0.618
9427,0.258
9428,0.291
9429,0.472
9430,0.71
9431,0.171
9432,0.505
9433,0.755
9434,0.272
9435,0.618
9436,0.0487
9437,0.644
9438,0.437
9439,0.258
9440,0.71
9441,0.171
9442,0.505
9443,0.272
9444,0.775
9445,0.843
9446,0.644
9447,0.258
9448,0.618
9449,0.437
9450,0.171
9451,0.505
9452,0.272
9453,0.775
9454,0.884
9455,0.71
9456,0.258
9457,0.593
9458,0.464
9459,0.618
9460,0.171
9461,0.208
9462,0.505
9463,0.327
9464,0.884
9465,0.272
9466,0.258
9467,0.781
9468,0.618
9469,0.593
9470,0.171
9471,0.505
9472,0.258
9473,0.272
9474,0.327
9475,0.884
9476,0.843
9477,0.346
9478,0.781
9479,0.73
9480,0.45
9481,0.513
9482,0.537
9483,0.26
9484,0.189
9485,0.494
9486,0.556
9487,0.719
9488,0.926
9489,0.341
9490,0.513
9491,0.45
9492,0.341
9493,0.361
9494,0.537
9495,0.661
9496,0.26
9497,0.386
9498,0.556
9499,0.468
9500,0.513
9501,0.45
9502,0.341
9503,0.361
9504,0.537
9505,0.843
9506,0.661
9507,0.556
9508,0.206
9509,0.927
9510,0.931
9511,0.513
9512,0.45
9513,0.361
9514,0.341
9515,0.556
9516,0.537
9517,0.661
9518,0.311
9519,0.843
9520,0.931
9521,0.513
9522,0.556
9523,0.341
9524,0.361
9525,0.45
9526,0.248
9527,0.311
9528,0.537
9529,0.661
9530,0.931
9531,0.556
9532,0.513
9533,0.341
9534,0.45
9535,0.361
9536,0.248
9537,0.742
9538,0.537
9539,0.661
9540,0.931
9541,0.484
9542,0.513
9543,0.341
9544,0.361
9545,0.45
9546,0.556
9547,0.667
9548,0.334
9549,0.742
9550,0.931
9551,0.484
9552,0.341
9553,0.513
9554,0.361
9555,0.447
9556,0.45
9557,0.667
9558,0.334
9559,0.556
9560,0.931
9561,0.484
9562,0.341
9563,0.361
9564,0.513
9565,0.334
9566,0.45
9567,0.667
9568,0.447
9569,0.556
9570,0.931
9571,0.334
9572,0.484
9573,0.341
9574,0.513
9575,0.447
9576,0.361
9577,0.667
9578,0.45
9579,0.595
9580,0.931
9581,0.484
9582,0.447
9583,0.513
9584,0.341
9585,0.334
9586,0.361
9587,0.595
9588,0.556
9589,0.667
9590,0.7
9591,0.551
9592,0.447
9593,0.334
9594,0.522
9595,0.361
9596,0.931
9597,0.484
9598,0.246
9599,0.556
9600,0.7
9601,0.551
9602,0.447
9603,0.931
9604,0.522
9605,0.484
9606,0.361
9607,0.334
9608,0.246
9609,0.513
9610,0.7
9611,0.931
9612,0.522
9613,0.447
9614,0.484
9615,0.334
9616,0.551
9617,0.246
9618,0.742
9619,-1.0
9620,0.931
9621,0.7
9622,0.447
9623,0.334
9624,0.382
9625,0.522
9626,0.551
9627,0.484
9628,0.246
9629,0.361
9630,0.931
9631,0.334
9632,0.382
9633,0.447
9634,0.7
9635,0.484
9636,0.361
9637,0.246
9638,0.551
9639,0.522
9640,0.752
9641,0.382
9642,0.334
9643,0.931
9644,0.447
9645,0.7
9646,0.484
9647,0.246
9648,0.551
9649,0.637
9650,0.752
9651,0.382
9652,0.334
9653,0.931
9654,0.246
9655,0.447
9656,0.637
9657,0.484
9658,0.7
9659,0.408
9660,0.905
9661,0.382
9662,0.752
9663,0.931
9664,0.334
9665,0.483
9666,0.246
9667,0.551
9668,0.72
